scale,window,label,n,overnight_log_pct,intraday_log_pct,total_log_pct,linked_overnight_pct,linked_intraday_pct,linked_total_pct,raw_overnight_log_pct,action_adjustment_log_pct,gross_rt_cash,rt_cash,rt_mean_pct,pt_cash,pt_mean_pct,cost_cash
0.2,primary,D,142,-96.64715079234463,-64.29733628693441,-160.94448707927907,-61.95770077817896,-47.427307911403844,-80.00013916668962,-99.3974426813073,-2.750291888962674,29940.000000000015,19307.600375784663,0.21189935472635135,-40557.44078278337,-0.5953607822838847,10632.399624215355
0.2,primary,R,188,-64.91017591181978,-28.6814617051735,-93.59163761699313,-47.74850897142124,-24.934912618877846,-60.77737260145809,-65.45450715275169,-0.544331240931915,9500.000000000015,-2740.2900679811883,-0.06811461041357679,-21735.543261017254,-0.31309878826717474,12240.290067981208
0.2,primary,EDGE,31,2.937802816826324,15.685480153046576,18.62328296987289,2.9813819533328085,16.982574466108865,20.470271829785535,1.7847966952725687,-1.1530061215537553,-9430.000000000022,-12961.572324560793,-0.7319844650779062,5893.716404061225,0.3728850558608713,3531.5723245607746
0.2,2020,U,43,-0.8925018132288286,4.840873153547457,3.948371340318645,-0.8885308382515098,4.959957210733248,4.027355623100312,-0.8925018132288286,0.0,-670.0000000000052,-2303.9435083499448,-0.3971690395575272,-964.6131666499351,-0.15139469312628837,1633.943508349939
0.2,2020,D,37,-34.5873359551417,-16.415322302144148,-51.0026582572858,-29.23979075210405,-15.138801497423582,-39.95203836930456,-34.5873359551417,0.0,2139.9999999999864,464.3133507000489,0.13605700932932085,-3813.5477406999307,-0.6550498113498575,1675.6866492999372
0.2,2020,R,163,7.292766139536513,12.22481827823006,19.51758441776656,7.565272288321312,13.003452209292135,21.552471064128113,5.969995529781394,-1.3227706097551202,-2489.9999999999873,-8942.260702449688,-0.368113691568804,-3964.7494325497246,-0.17366116408540316,6452.260702449699
0.2,2020,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2021,U,11,-2.29021418737832,17.129695839241542,14.839481651863206,-2.2641878471849477,18.684313972725608,15.997078159240314,-2.29021418737832,0.0,-2529.9999999999995,-2960.3107276499827,-1.862085925870347,2097.160562650014,1.315442648492606,430.31072764998316
0.2,2021,D,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2021,R,232,-6.132312729057002,-20.377022322989514,-26.509335052046502,-5.948071677739093,-18.43502329741331,-23.286566575614348,-8.307257095189048,-2.1749443661320447,2839.999999999999,-5391.30427079967,-0.20536674218361475,-11068.465719199683,-0.3579937373145698,8231.304270799672
0.2,2021,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2022,U,59,-0.22681271625882232,12.005116281897122,11.778303565638323,-0.22655569057657268,12.755453897239589,12.499999999999975,-0.22681271625882232,0.0,-999.9999999999941,-2649.939704999943,-0.525839571039731,-650.9391949999441,-0.10393482850755109,1649.9397049999495
0.2,2022,D,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2022,R,183,-10.997372372473274,-21.71209165220057,-32.70946402467382,-10.414232520987515,-19.516735414322003,-27.89844972875609,-16.185257613918196,-5.187885241444926,2189.9999999999964,-3336.3654440497903,-0.19289128237276323,-7714.176560949798,-0.41210635552481023,5526.365444049786
0.2,2022,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2023,U,128,21.933530348292653,135.12433021704626,157.0578605653388,24.524874293529255,286.2224458872414,380.943015234481,21.933530348292653,0.0,-23660.000000000007,-28771.6998232998,-1.3803026745729516,18525.546795800237,0.839414168323045,5111.699823299795
0.2,2023,D,114,-45.91043256017588,-58.79337891360492,-104.70381147378075,-36.815067659997894,-44.452617411760606,-64.9024238949788,-48.36536503983519,-2.454932479659304,11079.999999999982,6278.464182900221,0.2373835469866125,-15872.625385399737,-0.6916235822889661,4801.535817099761
0.2,2023,R,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2023,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
0.2,2024,U,98,33.917330877037216,112.60594102683648,146.52327190387356,40.37866126636314,208.34817914280083,332.85504591987035,33.917330877037216,0.0,-23119.999999999993,-27371.92862059973,-1.4129030530218585,18856.517390600213,1.0108935524048521,4251.928620599739
0.2,2024,D,84,-57.77775996512693,-25.417721237433906,-83.1954812025608,-43.88559313978856,-22.444564796023922,-56.480227547433195,-60.528051854089604,-2.750291888962674,5019.999999999996,1467.0709251002095,0.07143554351773523,-8570.420380099813,-0.4731359110865344,3552.9290748997887
0.2,2024,R,60,-11.675862478909806,-13.698179895217127,-25.374042374126937,-11.020005710638555,-12.801390295166629,-22.410682064236696,-11.675862478909806,0.0,3440.000000000005,679.4845122001657,-0.007873918258214641,-6198.796382199843,-0.38053100941910095,2760.515487799839
0.2,2024,EDGE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
