id,stage,region,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,mother_n,coverage_pct,opposite_mean_pct,opposite_cash,complement_mean_pct,mirror_candidate,large_loss_mirror,n_2024,mean_2024,cash_2024,n_2025,mean_2025,cash_2025,n_2026,mean_2026,cash_2026
C__r3_0_3,C,r3_0_3,24,-1.051811907241016,-0.6330559668128244,37.5,-7805.808423414848,0.36529465510655273,0.46115988270681335,-9.120108097805772,-10080.493353018888,13,120,20.0,0.667579161238356,4271.173546415128,-0.08699072843266113,True,True,3,-1.9361969495887967,-834.5258135499951,13,-1.7488939823186582,-9056.734169783918,8,0.4125908556405703,2085.451559919064
C__r3_3_6,C,r3_3_6,26,0.2923457958414122,0.9232470642599018,69.23076923076923,808.9950875580928,1.2955478777807985,1.0810970157585695,-9.500315327488165,-6563.963223647996,13,120,21.666666666666668,-0.6797161269512068,-4269.735510557938,-0.4382509190978359,False,False,8,0.10351363718640287,435.48994375002405,8,1.240468333849102,1920.0392187500295,10,-0.3150865076407326,-1546.5340749419609
C__r3_gt6,C,r3_gt6,40,-0.23168549912206218,-0.20175258147600628,42.5,579.133398762222,0.8346226887603878,1.0339063200726055,-8.827690427622347,-7006.192129736978,11,120,33.333333333333336,-0.15542884057357487,-6379.128055761817,-0.3040896967304671,True,False,17,-0.8901818566541536,-2110.8436847499524,10,0.7343704345685987,3786.351698794103,13,-0.11369482672675865,-1096.3746152819292
C__clv_lt04,C,clv_lt04,43,-1.0995118712383245,-1.4093568106967094,30.23255813953488,-15506.55833573881,0.3499469422947193,0.3708926530415354,-6.639395060878929,-15623.686804138813,13,120,35.833333333333336,0.7134493539669714,9387.220926239172,0.17771967220685836,True,True,11,-1.4205518630882947,-2696.6779162499624,15,-1.2594390159390418,-5638.652621224929,17,-0.7506679253053579,-7171.227798263917
C__clv_04_07,C,clv_04_07,27,0.007398180221938561,0.6008375896032866,62.96296296296296,5594.585897567172,1.0058652784778523,1.5716653565594045,-9.120108097805772,-3350.0152482999893,14,120,22.5,-0.39446022772473605,-9761.57727856684,-0.36338007063776556,False,False,7,-0.616055825412308,-263.2313050999853,11,0.06773136905470313,2980.5508836370695,9,0.4185662871418627,2877.2663190300873
C__clv_ge07,C,clv_ge07,50,0.26969327787871494,0.8611047936470605,56.00000000000001,-1908.4261683817379,1.2677189961639617,0.9219574273540406,-9.500315327488165,-13780.519363583866,14,120,41.666666666666664,-0.6524553242003472,-5287.580909117784,-0.6725608513893659,False,False,15,0.5195839654034313,1895.2843151000393,18,0.5588368569039666,-1112.5398943678576,17,-0.25695053008159513,-2691.170589113921
C__upper_ge03,C,upper_ge03,42,-0.6930313567844412,-0.2436166782718382,47.61904761904761,-5750.804746247771,0.5493077845662351,0.7126205650681646,-9.120108097805772,-7785.645066713918,15,120,35.0,0.3061461023510509,-392.1442877517861,-0.057529214338119646,True,True,10,-1.2733496176506947,-2060.0755684999726,16,-0.6363883612635151,-605.6357728299181,16,-0.3869754392639589,-3085.093404917879
C__bias20_le_m5,C,bias20_le_m5,0,,,,0.0,,,,0.0,0,120,0.0,,0.0,-0.2799549641943322,False,False,0,,0.0,0,,0.0,0,,0.0
C__bias20_m5_0,C,bias20_m5_0,5,-2.071348755564957,-1.8984328587485837,20.0,-6206.154214481983,0.07719725051003241,0.07764426553869004,-5.036557294660186,-6206.154214481983,3,120,4.166666666666667,1.7098526945908656,5111.018023482032,-0.2020682776130006,True,True,0,,0.0,1,-3.9793928256439757,-2409.9202952099918,4,-1.5943377380452024,-3796.233919271992
C__bias20_0_5,C,bias20_0_5,60,-0.2621737165057942,-0.10605496934486631,48.333333333333336,-2461.2824740496144,0.771340040820691,0.8985416772031575,-9.120108097805772,-9694.583920177776,12,120,50.0,-0.1227807034650336,-6120.36849144976,-0.2977362118828701,True,False,11,-0.02597739684128684,147.1665579000438,30,-0.734623035269085,-6997.750070864806,19,0.3470536543673185,4389.301038915147
C__bias20_gt5,C,bias20_gt5,55,-0.13649870791177118,0.35700507466071685,50.90909090909091,-3152.961918021778,0.9026767774351336,0.8869946404294651,-9.500315327488165,-14237.240849513953,10,120,45.833333333333336,-0.2504962073283231,-4652.586793477725,-0.4013410272026529,True,False,22,-0.5390432011614439,-1211.7914641499524,13,1.3792774714233862,5637.028734119079,20,-0.6789542819049837,-7578.199187990905
C__r5_positive_decelerate,C,r5_positive_decelerate,48,-0.6152855878703409,-0.8022316290678205,37.5,-11284.78958019078,0.5607122570495723,0.5853693353635819,-9.500315327488165,-12782.09281496394,14,120,40.0,0.23144528897789,3791.4430341911925,-0.05640121507699289,True,True,13,-0.3164040767809331,-977.6647074499685,16,-0.6521488737015755,-1366.1065675188906,19,-0.7887406968631065,-8941.01830522192
C__r5_negative,C,r5_negative,20,0.3389944261731106,0.07981487995798603,50.0,6295.2377383241255,1.4358404771985207,2.4211285694621236,-6.639395060878929,-2058.6016903139944,9,120,16.666666666666668,-0.7272382739900405,-9080.920292823894,-0.4037448422678207,False,False,4,-0.148525856637906,175.21441165000883,9,-0.12418644677461003,595.9492132560389,7,1.213095710140761,5524.074113418077
C__pair_volume_ge15_clv_lt04,C,pair_volume_ge15_clv_lt04,6,-0.34138477506535847,-0.3281185352308982,50.0,-149.17307199998464,0.7785442839592981,0.9151839889928667,-3.427629820284682,-1088.7209070999913,4,120,5.0,-0.0627933139428843,-349.1230979999792,-0.2767218162537518,True,False,3,-1.2356901403110687,-403.8809813999925,3,0.5529205901803514,254.70790940000785,0,,0.0
C__pair_volume_ge15_upper_ge03,C,pair_volume_ge15_upper_ge03,8,-1.6856148632517425,-1.4266076863998804,37.5,-2267.1735008569763,0.25596847904723047,0.25747434561882515,-8.827690427622347,-2933.30161624999,6,120,6.666666666666667,1.2676511544475502,1511.8819783570368,-0.17955068569023133,True,True,5,-2.5144057748939312,-1970.6591114999878,2,-0.4328748122003019,-264.331633399997,1,-0.047140407143681375,-32.18275595699127
C__pair_decelerate_upper_ge03,C,pair_decelerate_upper_ge03,21,-0.7037535371123534,-1.507471780645152,33.33333333333333,-4958.890090175914,0.5121299835683941,0.5566045011876686,-4.52044229965467,-6262.306995392975,10,120,17.5,0.3166892401550414,1739.4359676760987,-0.19005829721172152,True,True,6,-0.02239975569318431,-174.3457523499876,7,-0.6992846336526041,1005.0454416310399,8,-1.218679163704011,-5789.589779456966
C__pair_r5negative_volume_lt08,C,pair_r5negative_volume_lt08,8,-0.13476697015753192,-0.01859859604040301,50.0,376.28812213904916,0.830848823286263,1.1744846823593305,-2.9949263800546064,-1812.9289800709696,3,120,6.666666666666667,-0.2620791621327078,-1303.2922411389545,-0.2903255351969607,True,False,0,,0.0,6,-0.4256082031935902,-462.1681986499789,2,0.737756728950643,838.456320789028
