candidate,bp,period,n,wins,win,cash,mean,worst,mdd,top3,bottom3,mean_pct,ci_low,ci_high
C05,5,2023,25,14,56.00000000000001,2052.4376663000476,82.0975066520019,-968.5347342999958,-1161.5129816499848,3286.1990573000076,-1967.1967210999937,0.30070048168361024,,
C05,5,2024,23,12,52.17391304347826,-1178.494757349954,-51.23890249347626,-2559.5626150499993,-3983.160203649997,2459.4064779500113,-4344.938823299997,-0.3591356729189767,,
C05,5,2025,30,11,36.666666666666664,-4666.750471679912,-155.55834905599707,-2336.7624278509975,-9553.834152842926,5754.460554243007,-6131.285741690983,-0.7480439046735121,,
C05,5,2026,23,11,47.82608695652174,-5078.193624396838,-220.7910271476886,-3677.6093028119794,-15337.778615882948,5985.12137300703,-8078.422433516986,-0.43499778978975906,,
C05,11,discovery,97,46,47.42268041237113,201.62363037987961,2.0785941276276247,-994.6459354599974,-4916.785817230084,4408.890592369993,-2269.141188700005,-0.15515912947080193,-6256.610603628591,7648.765495063638
C05,11,later,76,33,43.42105263157895,-14608.198155139718,-192.21313362025944,-3757.0062933863956,-20749.23854938904,7000.779054739774,-8738.187014168598,-0.6557578226491706,-42492.357530926914,10724.7445119564
C05,11,main,173,79,45.664739884393065,-14406.57452475984,-83.27499725294706,-3757.0062933863956,-22756.81155944917,7096.325888362782,-8738.187014168598,-0.37507531838153035,-41344.59432233941,11422.851633836699
C05,11,2020,21,13,61.904761904761905,1873.50236957997,89.21439855142714,-506.787890900001,-1094.8308399600119,2360.8816663199923,-1081.7594135800045,0.39823092472277866,,
C05,11,2021,22,11,50.0,-1620.7339615800338,-73.66972552636517,-749.939317180002,-1736.0008223200311,360.3138534399932,-1337.3736155200058,-0.5107771778780568,,
C05,11,2022,29,8,27.586206896551722,-1604.2193234800307,-55.317907706207954,-321.85602308000307,-1640.6799513400292,225.26903371999833,-713.110591940007,-0.5759955442807283,,
C05,11,2023,25,14,56.00000000000001,1553.074545859974,62.12298183439896,-994.6459354599974,-1253.121799630002,3201.822326059999,-2037.1040664200082,0.18110734878448942,,
C05,11,2024,23,11,47.82608695652174,-1813.561946170059,-78.85051939869821,-2591.2890731100015,-4087.5584959300104,2380.508611489993,-4422.284131260005,-0.47918112002251084,,
C05,11,2025,30,11,36.666666666666664,-6011.434442496135,-200.3811480832045,-2389.8916476722006,-10361.50376105466,5530.663962534578,-6278.514029320213,-0.8683011033617156,,
C05,11,2026,23,11,47.82608695652174,-6783.201766473525,-294.92181593363154,-3757.0062933863956,-16042.203856542634,5745.74075421536,-8326.564212137411,-0.5551041591290323,,
C05,20,discovery,97,38,39.175257731958766,-2163.308308400019,-22.302147509278548,-1033.8127372000017,-6465.78425860001,4281.237613399997,-2366.8602340000034,-0.3348047434942235,-8551.430884485024,5162.735394709971
C05,20,later,76,31,40.78947368421053,-20135.337107707957,-264.9386461540521,-3876.1017792479906,-24715.639831615976,6619.052240435987,-9004.783978667983,-0.8359790280207878,-48429.67630039471,5382.007962564819
C05,20,main,173,69,39.884393063583815,-22298.645416107982,-128.8939041393525,-3876.1017792479906,-29281.677540816,6791.493604295993,-9004.783978667983,-0.5549737933440437,-50294.02338264883,3985.9649175725626
C05,20,2020,21,11,52.38095238095239,1282.040835599997,61.049563599999864,-532.9020380000002,-1403.0707272,2267.6535024000004,-1160.7493156,0.21909565593052355,,
C05,20,2021,22,8,36.36363636363637,-2140.6110756000035,-97.3005034363638,-777.8706676000002,-2231.077422400005,288.4220607999996,-1419.5570464000011,-0.6907599657899364,,
C05,20,2022,29,6,20.689655172413794,-2108.767933600009,-72.71613564137962,-339.7392056000008,-2108.767933600009,172.54657040000166,-765.3027308000001,-0.7559755476551081,,
C05,20,2023,25,13,52.0,804.0298651999965,32.16119460799986,-1033.8127372000017,-1393.8344319999997,3075.257229199997,-2141.965084400006,0.0017176494358423432,,
C05,20,2024,23,10,43.47826086956522,-2766.1627294000045,-120.26794475652194,-2638.878760200001,-4249.329892599999,2262.161811800008,-4538.302093200004,-0.6592492906777732,,
C05,20,2025,30,10,33.33333333333333,-8028.460398720028,-267.61534662400095,-2469.585477403998,-11573.008173371989,5194.969074971974,-6499.356460764,-1.0486869013939806,,
C05,20,2026,23,11,47.82608695652174,-9340.713979587927,-406.11799911251853,-3876.1017792479906,-17098.841717531956,5386.66982602801,-8698.77688006797,-0.7352637131378988,,
C06,5,discovery,199,61,30.65326633165829,-5007.399357399725,-25.16281084120465,-1268.6877357999983,-7952.917356399772,2981.7916707000004,-2448.310541250001,-0.2542939232099061,-10365.11056041223,1338.4831972977875
C06,5,later,141,69,48.93617021276596,6768.772124202569,48.005476058174246,-4265.148596750994,-8011.165179383861,7048.198211661045,-8915.80764630099,-0.035919867218692454,-17477.688890638718,30783.379102438703
C06,5,main,340,130,38.23529411764706,1761.3727668028441,5.180508137655424,-4265.148596750994,-12708.169252283551,7048.198211661045,-8915.80764630099,-0.16373291763707928,-23312.539891047236,30007.44733574004
C06,5,2020,59,21,35.59322033898305,-303.80375109991655,-5.149216120337568,-428.67422389999774,-3012.107499299931,2635.846767799996,-1119.9720745999948,-0.11920755381281231,,
C06,5,2021,54,13,24.074074074074073,-1879.3636527999079,-34.8030306074057,-290.92645249999805,-1968.2664148999138,285.52796400000807,-600.9461697999959,-0.2759389017306409,,
C06,5,2022,52,12,23.076923076923077,-1600.1401954499488,-30.77192683557594,-159.34191514999839,-1621.2429806999498,182.48097635000158,-416.2084006499954,-0.3243522709537113,,
C06,5,2023,34,15,44.11764705882353,-1224.0917580499517,-36.00269876617505,-1268.6877357999983,-1607.1518657999804,1499.2443683500023,-2448.310541250001,-0.34718312531670004,,
C06,5,2024,42,23,54.761904761904766,-695.2519251999038,-16.553617266664375,-2559.5626150499993,-4668.907072699989,3018.359845800005,-4732.841945449993,-0.07076456494666494,,
C06,5,2025,57,26,45.614035087719294,4088.58627777718,71.72958382065228,-4265.148596750994,-4972.619376783929,7009.81697898003,-7536.5325327669925,-0.08427684231058077,,
C06,5,2026,42,20,47.61904761904761,3375.437771625293,80.36756599107841,-1932.5882208599942,-7657.879570892874,5383.5537862980345,-4955.254447373984,0.0645521538482714,,
C06,11,discovery,199,53,26.633165829145728,-8216.127306280252,-41.287071890855536,-1294.9789387599994,-10642.12931232023,2906.8061555399945,-2516.2752307500014,-0.37419848843882986,-13428.47271716475,-2006.8681452309982
C06,11,later,141,61,43.262411347517734,-210.84996355611293,-1.4953898124547016,-4356.3927600522,-10292.526452485985,6793.629632854194,-9081.067989062209,-0.15577662624469985,-24311.056167606737,23123.39498023564
C06,11,main,340,114,33.52941176470588,-8426.977269836365,-24.785227264224602,-4356.3927600522,-18499.343440186254,6816.430550980189,-9081.067989062209,-0.28361765735244066,-33156.89728045175,19425.259387449332
C06,11,2020,59,18,30.508474576271187,-1375.652812420094,-23.316149363052443,-445.6518525800002,-3801.6548184600724,2569.532809159995,-1173.1657641200036,-0.2390381026775092,,
C06,11,2021,54,10,18.51851851851852,-2708.1249961600734,-50.15046289185321,-309.1873955000028,-2743.51659278007,235.96888079999735,-654.5714935600063,-0.3958607211497536,,
C06,11,2022,52,10,19.230769230769234,-2209.8970299900375,-42.49801980750072,-170.83817333000115,-2219.791437540038,148.4001079699974,-449.62972143000115,-0.44426760798541937,,
C06,11,2023,34,15,44.11764705882353,-1922.4524677100471,-56.5427196385308,-1294.9789387599994,-1922.4524677100471,1416.1444503699968,-2516.2752307500014,-0.4671722524713411,,
C06,11,2024,42,19,45.23809523809524,-1835.854475440101,-43.71082084381193,-2591.2890731100015,-4914.561052620025,2930.854220759993,-4822.826159990003,-0.1906376576392267,,
C06,11,2025,57,23,40.35087719298245,1455.1810599092314,25.529492279109324,-4356.3927600522,-6022.122467334466,6749.627798555986,-7737.441825687405,-0.20415521833389003,,
C06,11,2026,42,19,45.23809523809524,169.8234519747566,4.04341552320849,-2021.7263578919956,-9044.332197564698,5145.690629055578,-5180.655179422807,-0.055258934157700536,,
C06,20,discovery,199,41,20.603015075376884,-13029.219229600005,-65.47346346532666,-1334.415743200003,-15088.986874000015,2794.327882800004,-2618.222265000004,-0.5540553362821762,-18103.56659888503,-7001.702876349995
C06,20,later,141,54,38.297872340425535,-10680.283095192006,-75.74668861838302,-4493.259005004002,-17836.400167791973,6411.776764644026,-9328.958503204005,-0.3355617647836732,-35262.1507269442,12833.572523828176
C06,20,main,340,95,27.941176470588236,-23709.50232479201,-69.73383036703532,-4493.259005004002,-31332.929033392,6517.635653964015,-9328.958503204005,-0.4634447669254442,-48626.79484441492,3543.0324293755834
C06,20,2020,59,15,25.423728813559322,-2983.4264043999847,-50.56654922711839,-471.11829560000115,-5043.194048799995,2470.0618711999978,-1252.9562984000004,-0.4187839259745121,,
C06,20,2021,54,6,11.11111111111111,-3951.2670111999996,-73.17161131851852,-336.5788100000009,-3951.551554400001,161.63025599999673,-735.0094791999982,-0.5757434502783758,,
C06,20,2022,52,6,11.538461538461538,-3124.532281800006,-60.08715926538473,-188.08256060000167,-3124.532281800006,97.27880539999751,-499.76170260000254,-0.6241406135329489,,
C06,20,2023,34,14,41.17647058823529,-2969.9935322000147,-87.35275094705925,-1334.415743200003,-2969.9935322000147,1291.494573400003,-2618.222265000004,-0.647155943203271,,
C06,20,2024,42,17,40.476190476190474,-3546.758300800013,-84.44662620952411,-2638.878760200001,-5315.267768399997,2799.595783200002,-4957.802481799998,-0.37044729667802884,,
C06,20,2025,57,20,35.08771929824561,-2494.926766891982,-43.770645033192665,-4493.259005004002,-7786.415682007995,6359.34402792,-8038.805765068006,-0.38397278236881965,,
C06,20,2026,42,17,40.476190476190474,-4638.598027500011,-110.44281017857169,-2155.433563440005,-11124.011137571993,4788.895893192013,-5518.756277496002,-0.2349755661666192,,
C07,5,discovery,966,314,32.50517598343685,-25069.38815769856,-25.951747575257308,-1220.5307959000002,-29965.59176389892,4711.831791750004,-3595.8208772499984,-0.23246615981984875,-34426.42201419609,-14961.910385532357
C07,5,later,651,308,47.31182795698925,-13010.722657919523,-19.98574909050618,-4348.957669793992,-19860.06913013795,12285.065606382006,-12500.818039169986,-0.10147972505898427,-58143.80252916489,25655.501523069885
C07,5,main,1617,622,38.46629560915275,-38080.110815618085,-23.549852081396466,-4348.957669793992,-45573.20469938643,12285.065606382006,-12500.818039169986,-0.17973136140963059,-77478.38976021286,4624.251747008113
C07,5,2020,242,86,35.53719008264463,-5316.8756974996195,-21.9705607334695,-1029.096949799994,-9050.94601069969,3599.772337400005,-1971.2594283999879,-0.1853987895797043,,
C07,5,2021,243,57,23.456790123456788,-7612.097640399628,-31.325504693002586,-333.9977579999977,-7618.434728999644,549.8965817000098,-854.004307399995,-0.25344383444640134,,
C07,5,2022,242,68,28.09917355371901,-6289.946493449753,-25.99151443574278,-290.9177075999978,-6301.427883649753,645.9871686500037,-650.7412398499964,-0.26824396024561126,,
C07,5,2023,239,103,43.09623430962343,-5850.468326349555,-24.478946972173873,-1220.5307959000002,-7012.601619349845,3725.633281850007,-3595.8208772499984,-0.2225686743003012,,
C07,5,2024,242,124,51.2396694214876,-3117.958303649377,-12.88412522169164,-2559.5626150499993,-7463.21929804988,4347.832404900011,-5382.839103699993,-0.07913702933076015,,
C07,5,2025,241,105,43.56846473029046,86.78319427783026,0.36009624181672306,-4348.957669793992,-15497.860246738512,11118.843214596018,-11732.53586764499,-0.1217798291427396,,
C07,5,2026,168,79,47.023809523809526,-9979.547548547976,-59.402068741357006,-3886.711772625,-18692.79266484875,8917.835001156018,-10614.081497175,-0.10454286364258669,,
C07,11,discovery,966,256,26.501035196687372,-40740.56082694116,-42.17449360966994,-1239.9789387599994,-43577.41143330112,4644.452141849995,-3665.633009950003,-0.35237197444144214,-49937.58983076939,-30629.285544722665
C07,11,later,651,282,43.31797235023041,-42886.72368903049,-65.87822379267357,-4436.068887946807,-45982.24574944096,12035.974898840403,-12771.401247774033,-0.22138801045287876,-88259.65464611669,-5089.894868716344
C07,11,main,1617,538,33.27149041434756,-83627.28451597165,-51.71755381321685,-4436.068887946807,-88001.40788179217,12035.974898840403,-12771.401247774033,-0.2996381707577348,-124280.02530541553,-41120.06765954806
C07,11,2020,242,73,30.165289256198346,-9647.829654500329,-39.867064688017884,-1052.3776095600006,-12415.665143540258,3536.0493822799945,-2031.349942480003,-0.3052824277662346,,
C07,11,2021,243,45,18.51851851851852,-11311.958328880268,-46.551268843128675,-348.1987476000013,-11311.958328880268,497.10519973999726,-903.6237162800062,-0.37335839504169505,,
C07,11,2022,242,48,19.834710743801654,-9112.733845590206,-37.65592498177771,-303.2955967200014,-9113.228744030206,614.125331029998,-686.7354076700049,-0.38814350361933375,,
C07,11,2023,239,90,37.65690376569037,-10668.038997970358,-44.63614643502242,-1239.9789387599994,-10737.054115290357,3654.0554200699935,-3665.633009950003,-0.34249440133888576,,
C07,11,2024,242,113,46.69421487603306,-9554.689428030457,-39.48218771913412,-2591.2890731100015,-11088.130351560343,4268.065050779995,-5472.9493881400085,-0.19902576456833604,,
C07,11,2025,241,93,38.589211618257266,-10799.698098191386,-44.8120253036987,-4436.068887946807,-21282.898430026187,10878.785968111202,-11990.743992819014,-0.24170172681572938,,
C07,11,2026,168,76,45.23809523809524,-22532.33616280865,-134.12104858814672,-3978.9395997750253,-26323.330451723843,8676.733493743188,-10859.740499385043,-0.22445978343271403,,
C07,20,discovery,966,183,18.944099378881987,-64247.31983080001,-66.50861266128365,-1279.415743200003,-65607.71700600008,4543.382666999998,-3770.351209000004,-0.5322306963737936,-73940.35219142496,-54111.58745411998
C07,20,later,651,253,38.863287250384026,-87700.72523568798,-134.71693584591088,-4566.735715175993,-89119.88087417993,11662.33883752802,-13177.276060679986,-0.40125043854368386,-134802.39984863467,-48993.49433579576
C07,20,main,1617,436,26.96351267779839,-151948.04506648798,-93.96910641093876,-4566.735715175993,-154642.19557398005,11662.33883752802,-13177.276060679986,-0.47949838477985335,-197245.6856336259,-109861.40314238794
C07,20,2020,242,56,23.140495867768596,-16144.260589999982,-66.71182061983464,-1087.2985991999994,-17462.743842800006,3440.464949600004,-2121.4857135999973,-0.4851078850459909,,
C07,20,2021,243,23,9.465020576131687,-16861.749361600003,-69.38991506831277,-369.5002319999985,-16861.7493616,417.9181267999975,-978.0528295999993,-0.5532302359345961,,
C07,20,2022,242,27,11.15702479338843,-13346.914873800031,-55.15254080082658,-321.86243039999863,-13346.914873800031,566.3325745999991,-740.7266593999975,-0.567992818679881,,
C07,20,2023,239,77,32.21757322175732,-17894.39500539999,-74.87194562928866,-1279.415743200003,-17936.308927799993,3546.688627399999,-3770.351209000004,-0.5223829918967231,,
C07,20,2024,242,101,41.735537190082646,-19209.786114600047,-79.37928146528945,-2638.878760200001,-19253.274498400046,4148.414019600001,-5608.114814799996,-0.3788588674246624,,
C07,20,2025,241,79,32.780082987551864,-27129.42003689197,-112.57020762195839,-4566.735715175993,-31928.857817355976,10518.700098384004,-12378.056180579988,-0.4215845733251779,,
C07,20,2026,168,73,43.452380952380956,-41361.51908419596,-246.1995183583093,-4117.281340499991,-42842.00963383596,8315.081232623997,-11228.229002699969,-0.4043351631178692,,
C08,5,discovery,168,50,29.761904761904763,-4376.01265499976,-26.047694374998574,-1268.6877357999983,-6943.151656299773,2981.7916707000004,-2448.310541250001,-0.25744889136153176,-9273.573944229718,1191.5438345452171
C08,5,later,118,64,54.23728813559322,14390.419912445486,121.95271112241937,-1932.5882208599942,-8007.711794279887,7009.81697898003,-4955.254447373984,0.18736350204368982,-5876.852780476487,36519.60312938245
C08,5,main,286,114,39.86013986013986,10014.407257445726,35.01540999106897,-1932.5882208599942,-8007.711794279887,7015.627148991021,-4955.254447373984,-0.07392489687965709,-10906.224548064054,35046.854200587026
C08,5,2020,51,17,33.33333333333333,252.40192120007305,4.949057278432805,-428.67422389999774,-2314.7370800999397,2635.846767799996,-1021.3277339999931,-0.05710864024710601,,
C08,5,2021,46,11,23.91304347826087,-1809.3891599999224,-39.33454695652005,-290.92645249999805,-1851.142895799925,285.52796400000807,-600.9461697999959,-0.3087079262699631,,
C08,5,2022,42,9,21.428571428571427,-1416.3008459999528,-33.72144871428459,-159.34191514999839,-1437.4036312499538,171.00139170000148,-416.2084006499954,-0.3568357969103938,,
C08,5,2023,29,13,44.827586206896555,-1402.7245701999582,-48.369812765515796,-1268.6877357999983,-1607.1518657999804,1336.6787825500032,-2448.310541250001,-0.38452431094758915,,
C08,5,2024,37,23,62.16216216216216,2906.5419691500792,78.55518835540755,-1345.617256499998,-1610.0627180999945,3018.359845800005,-2727.5310953999906,0.3092253668948274,,
C08,5,2025,46,23,50.0,10231.23557818116,222.4181647430687,-1014.940634156992,-1816.3492532999735,7009.81697898003,-1948.562847562982,0.24098374412973775,,
C08,5,2026,35,18,51.42857142857142,1252.6423651142468,35.789781860407054,-1932.5882208599942,-8007.711794279887,4584.216451365013,-4955.254447373984,-0.01193421611203285,,
C08,11,discovery,168,44,26.190476190476193,-7082.0422410002175,-42.15501333928701,-1294.9789387599994,-9389.662043860199,2906.8061555399945,-2516.2752307500014,-0.37735210141420017,-12000.604369862434,-1672.7504281444737
C08,11,later,118,56,47.45762711864407,8688.796977778577,73.63387269303878,-2021.7263578919956,-9085.979678616051,6749.627798555986,-5180.655179422807,0.06763654233823356,-11657.521880337636,30552.570804631112
C08,11,main,286,100,34.96503496503497,1606.754736778359,5.618023555169088,-2021.7263578919956,-9933.749865810201,6816.430550980189,-5180.655179422807,-0.1937553882576016,-19375.284394943705,26405.886646463627
C08,11,2020,51,15,29.411764705882355,-674.5895333600802,-13.227245752158435,-445.6518525800002,-2982.2093362200612,2569.532809159995,-1075.3010148000049,-0.17689920228888856,,
C08,11,2021,46,8,17.391304347826086,-2514.7323120000656,-54.66809373913186,-309.1873955000028,-2539.8983707600637,235.96888079999735,-654.5714935600063,-0.42864699051403515,,
C08,11,2022,42,8,19.047619047619047,-1911.101221200035,-45.502410028572264,-170.83817333000115,-1920.9956287500354,136.15890173999833,-449.62972143000115,-0.4767622463577865,,
C08,11,2023,29,13,44.827586206896555,-1981.6191744400367,-68.3316956703461,-1294.9789387599994,-1981.6191744400367,1252.0076016099956,-2516.2752307500014,-0.5045350969027468,,
C08,11,2024,37,19,51.35135135135135,1910.1138921299134,51.62469978729496,-1373.9903643000034,-1769.2178725000194,2930.854220759993,-2820.8201698800076,0.18958349757825294,,
C08,11,2025,46,20,43.47826086956522,8191.304856798059,178.07184471300127,-1085.4052295454094,-2208.3993972600365,6749.627798555986,-2093.1750318386257,0.12128501675261762,,
C08,11,2026,35,17,48.57142857142857,-1412.6217711493955,-40.36062203283987,-2021.7263578919956,-9085.979678616051,4339.964704202954,-5180.655179422807,-0.1317882338601202,,
C08,20,discovery,168,35,20.833333333333336,-11141.086620000007,-66.31599178571433,-1334.415743200003,-13116.645876800014,2794.327882800004,-2618.222265000004,-0.5572069164931621,-15994.947379465028,-5736.683973809994
C08,20,later,118,49,41.52542372881356,136.36257577998003,1.1556150489828816,-2155.433563440005,-11277.423069299977,6359.34402792,-5518.756277496002,-0.11195389721991252,-20131.15239481411,21426.230745280216
C08,20,main,286,84,29.37062937062937,-11004.724044220027,-38.47805609867142,-2155.433563440005,-17083.520820539983,6517.635653964015,-5518.756277496002,-0.3735011253244786,-31430.621791793226,12873.803086538679
C08,20,2020,51,13,25.49019607843137,-2065.0767151999953,-40.49170029803912,-471.11829560000115,-4040.635972000002,2470.0618711999978,-1156.2609360000024,-0.3565850453515211,,
C08,20,2021,46,5,10.869565217391305,-3572.7470399999966,-77.66841391304341,-336.5788100000009,-3573.031583199998,161.63025599999673,-735.0094791999982,-0.6085555868800948,,
C08,20,2022,42,5,11.904761904761903,-2653.301784000003,-63.17385200000007,-188.08256060000167,-2653.301784000003,83.89516680000088,-499.76170260000254,-0.6566519205288379,,
C08,20,2023,29,12,41.37931034482759,-2849.9610808000125,-98.27452002758663,-1334.415743200003,-2849.9610808000125,1125.0008302000024,-2618.222265000004,-0.684551275835451,,
C08,20,2024,37,17,45.94594594594595,415.47177659999033,11.228966935134874,-1416.5500259999972,-2040.176349999998,2799.595783200002,-2960.7537816000004,0.010120693603430656,,
C08,20,2025,46,17,36.95652173913043,5131.408774724023,111.55236466791354,-1191.1021226279918,-3024.539464947986,6359.34402792,-2381.486831659997,-0.05826307431302484,,
C08,20,2026,35,15,42.857142857142854,-5410.517975544033,-154.58622787268666,-2155.433563440005,-10703.381505119985,3973.5870834600064,-5518.756277496002,-0.3115692604822134,,
