factor,window,stage,n,spearman_rt
prev_pm_minus_am,2026,R,31,0.12042361591729696
prev_pm_minus_am,2026,D,58,0.06866213443948849
prev_pm_minus_am,2026,C,43,0.09129696112939543
prev_pm_minus_am,original_PT_window,ALL,887,0.06043497089683139
prev_pm_minus_am,original_PT_window,U,299,0.13608375947204596
prev_pm_minus_am,original_PT_window,R,229,0.013993389776279919
prev_pm_minus_am,original_PT_window,D,221,0.008166006178603373
prev_pm_minus_am,original_PT_window,C,138,0.016416368426411195
us_NASDAQCOM,primary,ALL,654,0.021892737632061003
us_NASDAQCOM,primary,U,216,0.014258789171470377
us_NASDAQCOM,primary,R,152,-0.006467294036422401
us_NASDAQCOM,primary,D,166,0.0448420905369284
us_NASDAQCOM,primary,C,120,0.052690156725429635
us_NASDAQCOM,2023,ALL,242,-0.09344796490029797
us_NASDAQCOM,2023,U,86,-0.22915831372785356
us_NASDAQCOM,2023,R,77,-0.09287803653476773
us_NASDAQCOM,2023,D,57,0.08696215921770307
us_NASDAQCOM,2023,C,22,0.075727633877129
us_NASDAQCOM,2021_2022,ALL,485,-0.006790784211272639
us_NASDAQCOM,2021_2022,U,73,-0.10123496811627992
us_NASDAQCOM,2021_2022,R,123,-0.05218944809760331
us_NASDAQCOM,2021_2022,D,166,0.02569679387565386
us_NASDAQCOM,2021_2022,C,123,0.07614705088146184
us_NASDAQCOM,2024,ALL,242,0.021511563053213723
us_NASDAQCOM,2024,U,75,0.05805368655442273
us_NASDAQCOM,2024,R,76,-0.09513914066031977
us_NASDAQCOM,2024,D,58,0.0775005397323144
us_NASDAQCOM,2024,C,33,0.018218285395705202
us_NASDAQCOM,2025,ALL,243,0.0011453647232027584
us_NASDAQCOM,2025,U,104,-0.045062923859525844
us_NASDAQCOM,2025,R,45,-0.06521953954590527
us_NASDAQCOM,2025,D,50,0.07668851595285969
us_NASDAQCOM,2025,C,44,0.09768130265995832
us_NASDAQCOM,2026,ALL,169,0.04790825605335562
us_NASDAQCOM,2026,U,37,0.019681072099718575
us_NASDAQCOM,2026,R,31,0.3116935483870968
us_NASDAQCOM,2026,D,58,-0.07810865719599608
us_NASDAQCOM,2026,C,43,0.029601661507628624
us_NASDAQCOM,original_PT_window,ALL,891,-0.00662418586954648
us_NASDAQCOM,original_PT_window,U,302,-0.051904593153114534
us_NASDAQCOM,original_PT_window,R,229,-0.0303712325578322
us_NASDAQCOM,original_PT_window,D,222,0.04603661915998417
us_NASDAQCOM,original_PT_window,C,138,0.045788315269256766
us_NASDAQSOX,primary,ALL,654,0.00637513953374591
us_NASDAQSOX,primary,U,216,0.04353953575797131
us_NASDAQSOX,primary,R,152,-0.06788143699953211
us_NASDAQSOX,primary,D,166,0.06548028986430632
us_NASDAQSOX,primary,C,120,-0.08882962292924482
us_NASDAQSOX,2023,ALL,242,-0.09097925555464086
us_NASDAQSOX,2023,U,86,-0.2435970626733491
us_NASDAQSOX,2023,R,77,-0.1394703806940559
us_NASDAQSOX,2023,D,57,0.13713415291872483
us_NASDAQSOX,2023,C,22,0.05591641002416488
us_NASDAQSOX,2021_2022,ALL,485,0.02428917331003232
us_NASDAQSOX,2021_2022,U,73,-0.0730187138660157
us_NASDAQSOX,2021_2022,R,123,-0.0054754852781232185
us_NASDAQSOX,2021_2022,D,166,0.02657389809578396
us_NASDAQSOX,2021_2022,C,123,0.14176049418246284
us_NASDAQSOX,2024,ALL,242,-0.02662004476385736
us_NASDAQSOX,2024,U,75,-0.02159440085435216
us_NASDAQSOX,2024,R,76,-0.0816466038715568
us_NASDAQSOX,2024,D,58,0.11278091465294392
us_NASDAQSOX,2024,C,33,-0.24866310160427807
us_NASDAQSOX,2025,ALL,243,-0.0034059881424964604
us_NASDAQSOX,2025,U,104,-0.012062044065817148
us_NASDAQSOX,2025,R,45,-0.03222086864585662
us_NASDAQSOX,2025,D,50,0.09955576971742754
us_NASDAQSOX,2025,C,44,-0.06731040382635727
us_NASDAQSOX,2026,ALL,169,0.06917218278508754
us_NASDAQSOX,2026,U,37,0.1647100780140227
us_NASDAQSOX,2026,R,31,-0.10001008216970853
us_NASDAQSOX,2026,D,58,-0.014305931746911282
us_NASDAQSOX,2026,C,43,0.030507834819086643
us_NASDAQSOX,original_PT_window,ALL,891,-0.0183844975489784
us_NASDAQSOX,original_PT_window,U,302,-0.03266632836390331
us_NASDAQSOX,original_PT_window,R,229,-0.08290979735473483
us_NASDAQSOX,original_PT_window,D,222,0.09535376031572348
us_NASDAQSOX,original_PT_window,C,138,-0.0827248442452526
current_gap,primary,ALL,654,-0.011852380427049536
current_gap,primary,U,216,0.06554997363158258
current_gap,primary,R,152,-0.02914290207679138
current_gap,primary,D,166,0.036004352506009855
current_gap,primary,C,120,-0.20168248172004147
current_gap,2023,ALL,242,-0.045682660503258844
current_gap,2023,U,86,-0.14474920089370052
current_gap,2023,R,77,-0.08444686921172515
current_gap,2023,D,57,0.2168092848508747
current_gap,2023,C,22,-0.0999717633765372
current_gap,2021_2022,ALL,485,0.07997215562768441
current_gap,2021_2022,U,73,-0.0012497010853348733
current_gap,2021_2022,R,123,-0.08268932192508442
current_gap,2021_2022,D,166,0.1413983471594067
current_gap,2021_2022,C,123,0.2150689863173565
current_gap,2024,ALL,242,0.019385517053026734
current_gap,2024,U,75,0.05879800587863588
current_gap,2024,R,76,-0.027971836827947273
current_gap,2024,D,58,0.14887169611508677
current_gap,2024,C,33,-0.19020558514048183
current_gap,2025,ALL,243,-0.037285732195038515
current_gap,2025,U,104,0.06850652500084269
current_gap,2025,R,45,-0.06298382611379483
current_gap,2025,D,50,-0.09205282112845137
current_gap,2025,C,44,-0.23110265484892897
current_gap,2026,ALL,169,-0.02550949055955478
current_gap,2026,U,37,0.08264169072768213
current_gap,2026,R,31,0.033474491505369075
current_gap,2026,D,58,-0.0009844639360803663
current_gap,2026,C,43,-0.1512440066015427
current_gap,original_PT_window,ALL,891,-0.01788625099248024
current_gap,original_PT_window,U,302,0.010132072034778727
current_gap,original_PT_window,R,229,-0.052710655277270965
current_gap,original_PT_window,D,222,0.08180384053069399
current_gap,original_PT_window,C,138,-0.2033732674375748
gap_over_atr,primary,ALL,654,-0.01566116063297406
gap_over_atr,primary,U,216,0.06403490521868273
gap_over_atr,primary,R,152,-0.04062927713411485
gap_over_atr,primary,D,166,0.03094361703073235
gap_over_atr,primary,C,120,-0.1967908797558365
gap_over_atr,2023,ALL,242,-0.04180907928261416
gap_over_atr,2023,U,86,-0.144427357142598
gap_over_atr,2023,R,77,-0.021664541494927355
gap_over_atr,2023,D,57,0.17278428760109793
gap_over_atr,2023,C,22,-0.1044607566346697
gap_over_atr,2021_2022,ALL,485,0.0749626338053823
gap_over_atr,2021_2022,U,73,-0.0008022277266148363
gap_over_atr,2021_2022,R,123,-0.10360034291269304
gap_over_atr,2021_2022,D,166,0.14242687417131886
gap_over_atr,2021_2022,C,123,0.22401769813164982
gap_over_atr,2024,ALL,242,0.016204390235141027
gap_over_atr,2024,U,75,0.06812863238385344
gap_over_atr,2024,R,76,-0.03860877186783918
gap_over_atr,2024,D,58,0.1547454249526326
gap_over_atr,2024,C,33,-0.20396223464998608
gap_over_atr,2025,ALL,243,-0.04350527838986109
gap_over_atr,2025,U,104,0.0628559389060849
gap_over_atr,2025,R,45,-0.07405699326292897
gap_over_atr,2025,D,50,-0.13169080223514637
gap_over_atr,2025,C,44,-0.20546255825593449
gap_over_atr,2026,ALL,169,-0.02865230490734301
gap_over_atr,2026,U,37,0.07669966227687282
gap_over_atr,2026,R,31,0.03831031373436415
gap_over_atr,2026,D,58,0.0147981788607835
gap_over_atr,2026,C,43,-0.16423771095680173
gap_over_atr,original_PT_window,ALL,891,-0.02055405520922793
gap_over_atr,original_PT_window,U,302,0.004383258572527472
gap_over_atr,original_PT_window,R,229,-0.036250977791199276
gap_over_atr,original_PT_window,D,222,0.0697335736161013
gap_over_atr,original_PT_window,C,138,-0.20276482994171358
