id,kind,value,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
ON2_F6,exclude_year,2020,176,-0.36781855702226224,-0.29251874821168333,29.545454545454547,-11902.779144169634,0.5575156691417398,0.6264218890113146,-10.160302220729761,-5.277461000936044,-14569.911725803671,17.0,57.0,6.0,66.0,4333.83414417,-0.12218006358422513,-0.42589326405750544,-0.5697999209631472,-0.68032316807617,-21364.41789305265
ON2_F6,exclude_year,2021,160,-0.35975409415177056,-0.29251874821168333,32.5,-11246.657894069653,0.5971154464976541,0.6464616354700442,-10.160302220729761,-5.512679720721839,-13913.790475703696,10.0,53.0,6.0,58.0,4007.61789407,-0.11912764846054462,-0.423622076971249,-0.582325003310086,-0.7050548995267291,-20708.29664295267
ON2_F6,exclude_year,2022,164,-0.3903972221062143,-0.336133799897655,28.65853658536585,-12329.27481176964,0.5599935117682049,0.6216004320828138,-10.160302220729761,-5.277461000936044,-14996.407393403679,14.0,52.0,6.0,61.0,4208.48981177,-0.1534600063367455,-0.45288588711389244,-0.6083324834855296,-0.728718988897047,-21790.913560652654
ON2_F6,exclude_year,2023,157,-0.3641836847888893,-0.2918529720844513,29.29936305732484,-10577.92799381966,0.5498024812372596,0.634344292545397,-10.160302220729761,-5.495259625215818,-13245.060575453703,17.0,53.0,6.0,64.0,3968.4929938200003,-0.12082584958064033,-0.4293082928589803,-0.5748760452966033,-0.6863130955575747,-20039.56674270268
ON2_F6,exclude_year,2024,158,-0.3457456311397254,-0.2904268135704432,29.11392405063291,-10188.352820269694,0.5164977882118424,0.5865680709481892,-10.160302220729761,-4.624365602068666,-12855.48540190373,17.0,53.0,6.0,61.0,4056.36282027,-0.08747755724062738,-0.40771616556412554,-0.52737912699558,-0.6192125239958943,-17956.956329482706
ON2_F6,exclude_year,2025,169,-0.33717584653461624,-0.3059097770925335,27.218934911242602,-9925.21691062368,0.5320155395022055,0.6115555085629155,-6.670425540886715,-4.039230725858809,-12592.349492257716,17.0,54.0,6.0,63.0,4171.271910624,-0.08166984966621858,-0.39748793594342535,-0.5102913771553991,-0.6145100207287263,-18407.508821843687
ON2_F6,exclude_year,2026,180,-0.37890258695316925,-0.29251874821168333,29.444444444444446,-11768.617719695692,0.5326414358658381,0.5626265879971963,-10.160302220729761,-5.277461000936044,-12874.209267949742,17.0,56.0,6.0,65.0,4100.8177196960005,-0.1258450685677192,-0.43574145712690393,-0.571527580768906,-0.6728532021154293,-18213.94632958871
ON2_F7,stage,U,0,,,,,,,,,,,,,,,,,,,
ON2_F7,stage,R,0,,,,,,,,,,,,,,,,,,,
ON2_F7,stage,D,0,,,,,,,,,,,,,,,,,,,
ON2_F7,stage,C,0,,,,,,,,,,,,,,,,,,,
ON2_F7,stage,UNKNOWN,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2020,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2021,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2022,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2023,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2024,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2025,0,,,,,,,,,,,,,,,,,,,
ON2_F7,exclude_year,2026,0,,,,,,,,,,,,,,,,,,,
