scenario,event,n,increment,remaining
S1_F1_post0935_7_all,13,5,-467.61355549999644,-7052.098654319761
S1_F1_post0935_7_all,14,1,95.26759796000078,-7614.979807779759
S1_F1_post0935_7_all,15,12,-1075.2161655599903,-6444.496044259768
S1_F1_post0935_7_all,16,7,-135.09929662000104,-7384.612913199757
S1_F1_post0935_7_all,17,2,-206.11825267999666,-7313.593957139761
S1_F1_post0935_7_all,18,2,30.005312680003044,-7549.717522499761
S1_F1_post0935_7_all,19,10,-344.0521898799925,-7175.660019939765
S1_F1_post0935_7_all,20,2,-11.176029020001806,-7508.536180799756
S1_F1_post0935_7_all,21,2,-69.46293385999707,-7450.249275959761
S1_F1_post0935_7_all,22,3,-165.36271469999338,-7354.3494951197645
S1_F1_post0935_7_all,23,2,-187.672252139997,-7332.039957679761
S1_F1_post0935_7_all,24,3,-267.0330464000017,-7252.679163419756
S1_F1_post0935_7_all,25,2,-38.368041440000525,-7481.344168379757
S1_F1_post0935_7_all,26,9,-457.3765655399984,-7062.335644279759
S1_F1_post0935_7_all,27,4,-172.7100602799983,-7347.00214953976
S1_F1_post0935_7_all,28,1,-69.24441441999807,-7450.46779539976
S1_F1_post0935_7_all,29,1,-139.44117339999866,-7380.271036419759
S1_F1_post0935_7_all,30,2,14.741477260000465,-7534.453687079758
S1_F1_post0935_7_all,31,5,-17.063829619995886,-7502.648380199762
S1_F1_post0935_7_all,32,7,-123.2014703199984,-7396.510739499759
S1_F1_post0935_7_all,33,2,-175.99377683000057,-7343.718432989757
S1_F1_post0935_7_all,34,1,57.274094630000036,-7576.986304449758
S1_F1_post0935_7_all,35,5,-182.97131713999988,-7336.740892679758
S1_F1_post0935_7_all,36,5,-317.902218049996,-7201.809991769762
S1_F1_post0935_7_all,37,10,-1004.9831885899966,-6514.729021229761
S1_F1_post0935_7_all,38,2,-45.54121885999848,-7474.170990959759
S1_F1_post0935_7_all,39,1,-140.78730876999907,-7378.924901049759
S1_F1_post0935_7_all,40,2,-150.8291056300004,-7368.883104189757
S1_F1_post0935_7_all,41,4,-134.48905607000052,-7385.223153749757
S1_F1_post0935_7_all,42,5,-322.8287881200031,-7196.883421699755
S1_F1_post0935_7_all,43,1,-172.7924349799996,-7346.919774839758
S1_F1_post0935_7_all,44,1,-63.004650209997635,-7456.70755960976
S1_F1_post0935_7_all,45,1,76.97378577000018,-7596.685995589758
S1_F1_post0935_7_all,46,1,136.4599471900019,-7656.17215700976
S1_F1_post0935_7_all,47,1,116.20381704999818,-7635.916026869756
S1_F1_post0935_7_all,48,2,-264.3998003300003,-7255.312409489758
S1_F1_post0935_7_all,49,8,-1062.2267026899917,-6457.485507129766
S1_F1_post0935_7_all,50,1,-55.45864699999947,-7464.253562819758
S1_F1_post0935_7_all,51,2,-374.43172788999436,-7145.2804819297635
S1_F1_post0935_7_all,52,4,1739.5130160700064,-9259.225225889764
S1_F1_post0935_7_all,53,2,541.3718638299979,-8061.084073649756
S1_F1_post0935_7_all,54,1,154.76468796000336,-7674.476897779761
S1_F1_post0935_7_all,55,1,-977.2384680199975,-6542.47374179976
S1_F1_post0935_7_all,56,2,391.16973478,-7910.881944599758
S1_F1_post0935_7_all,57,1,-447.31405129999985,-7072.398158519758
S1_F1_post0935_7_all,58,1,-208.37794918999862,-7311.334260629759
S1_F1_post0935_7_all,59,1,-80.97315827999591,-7438.739051539762
S1_F1_post0935_7_all,60,1,21.34383292000166,-7541.0560427397595
S1_F1_post0935_7_all,61,1,20.11525692000032,-7539.827466739758
S1_F1_post0935_7_all,62,1,-57.94510764000006,-7461.767102179758
S1_F1_post0935_7_all,63,4,-186.35781377999956,-7333.354396039758
S1_F1_post0935_7_all,64,1,675.0168765400012,-8194.72908635976
S1_F1_post0935_7_all,65,3,502.2935741200017,-8022.00578393976
S1_F1_post0935_7_all,66,1,-98.9986717799984,-7420.713538039759
S1_F1_post0935_7_all,67,1,-327.2615198900021,-7192.450689929756
S1_F1_post0935_7_all,68,2,440.69098292000854,-7960.403192739766
S1_F1_post0935_7_all,69,1,-457.37301730000036,-7062.3391925197575
S1_F1_post0935_7_all,70,6,806.7197551900099,-8326.431965009768
S1_F1_post0935_7_all,71,1,944.6959964999987,-8464.408206319757
S1_F1_post0935_7_all,72,1,0.1259768499985512,-7519.838186669756
S1_F1_post0935_7_all,73,5,583.1615167700002,-8102.873726589758
S1_F1_post0935_7_all,74,7,-2655.1750962499937,-4864.537113569764
S1_F1_post0935_7_all,75,2,491.1871992699962,-8010.899409089754
S1_F1_post0935_7_all,76,1,234.13430203000098,-7753.846511849759
S1_F1_post0935_7_all,77,1,-172.02955333999853,-7347.682656479759
S1_F1_post0935_7_all,78,2,-306.0079459000008,-7213.704263919757
S1_F1_post0935_7_all,79,3,-409.46592925000004,-7110.246280569758
S1_F1_post0935_7_all,80,8,-218.10605216999465,-7301.606157649763
S1_F1_post0935_7_all,81,1,45.51592420000088,-7565.228134019759
S1_F1_post0935_7_all,82,3,-301.7739180499957,-7217.938291769762
S1_F1_post0935_7_all,83,1,0.6634788499977731,-7520.375688669756
S1_F1_post0935_7_all,84,2,-228.74608497999725,-7290.966124839761
S1_F1_post0935_7_all,85,6,-1853.9150135599957,-5665.797196259762
S1_F1_post0935_7_all,86,3,-64.73826943999666,-7454.973940379761
S1_F1_post0935_7_all,87,2,39.76204848000634,-7559.474258299764
S1_F1_post0935_7_all,88,4,260.2314910000059,-7779.943700819764
S1_F1_post0935_7_all,89,10,-5340.270769078001,-2179.441440741757
S1_F1_post0935_7_all,90,2,-294.9383880533933,-7224.773821766365
S1_F1_post0935_7_all,91,1,1255.9549660098128,-8775.66717582957
S1_F1_post0935_7_all,92,9,6815.840230131616,-14335.552439951374
S1_F1_post0935_7_all,93,2,-654.8703921941997,-6864.841817625558
S1_F1_post0935_7_all,94,1,637.8202468883828,-8157.532456708141
S1_F1_post0935_7_all,95,2,-3382.9748495357926,-4136.737360283965
S1_F1_post0935_7_all,96,4,4075.485708061802,-11595.19791788156
S1_F1_post0935_7_all,97,1,-572.3447318010003,-6947.3674780187575
S1_F1_post0935_7_all,98,1,1984.8474312558028,-9504.55964107556
S1_F1_post0935_7_all,99,12,-972.7424921099882,-6546.96971770977
S1_F1_post0935_7_all,100,13,-365.7303180096278,-7153.98189181013
S1_F1_post0935_7_all,101,4,-1575.5919728333756,-5944.120236986382
S1_F1_post0935_7_all,102,2,-1694.9003575291863,-5824.811852290572
S1_F1_post0935_7_all,103,2,2337.8713914128166,-9857.583601232574
S1_F1_post0935_7_all,104,3,-1440.4431093155945,-6079.269100504163
S1_F1_post0935_7_1000,0,1,-144.89913526000237,5440.930678668261
S1_F1_post0935_7_1000,1,5,1871.8391491000111,3424.1923943082475
S1_F1_post0935_7_1000,2,4,406.7743188200002,4889.257224588258
S1_F1_post0935_7_1000,3,1,179.81958122000106,5116.2119621882575
S1_F1_post0935_7_1000,4,1,157.09148780000032,5138.940055608258
S1_F1_post0935_7_1000,5,1,-234.18943065999883,5530.220974068257
S1_F1_post0935_7_1000,6,6,-107.1765117599989,5403.2080551682575
S1_F1_post0935_7_1000,7,3,-370.69635635999657,5666.727899768255
S1_F1_post0935_7_1000,8,7,-463.80868001999625,5759.840223428255
S1_F1_post0935_7_1000,9,1,-335.0664010599976,5631.097944468256
S1_F1_post0935_7_1000,10,2,206.18324920000123,5089.848294208257
S1_F1_post0935_7_1000,11,5,-173.20308529999602,5469.234628708255
S1_F1_post0935_7_1000,12,1,186.1861542200022,5109.845389188256
S1_F1_post0935_7_1000,13,5,-467.61355549999644,5763.645098908255
S1_F1_post0935_7_1000,14,1,95.26759796000078,5200.763945448258
S1_F1_post0935_7_1000,15,11,-946.9347334399899,6242.9662768482485
S1_F1_post0935_7_1000,16,6,-61.02506820000053,5357.056611608259
S1_F1_post0935_7_1000,17,1,-73.07411541999863,5369.105658828257
S1_F1_post0935_7_1000,18,2,30.005312680003044,5266.0262307282555
S1_F1_post0935_7_1000,19,9,-334.26554429999305,5630.297087708252
S1_F1_post0935_7_1000,20,2,-11.176029020001806,5307.20757242826
S1_F1_post0935_7_1000,21,1,-19.81823871999768,5315.849782128256
S1_F1_post0935_7_1000,22,2,-146.66655397999602,5442.698097388255
S1_F1_post0935_7_1000,23,1,-128.83693355999822,5424.868476968257
S1_F1_post0935_7_1000,24,3,-217.0330464000017,5513.06458980826
S1_F1_post0935_7_1000,25,2,-38.368041440000525,5334.399584848259
S1_F1_post0935_7_1000,26,9,-457.3765655399984,5753.408108948257
S1_F1_post0935_7_1000,27,3,-163.72838369999772,5459.759927108256
S1_F1_post0935_7_1000,28,1,-69.24441441999807,5365.275957828257
S1_F1_post0935_7_1000,29,1,-139.44117339999866,5435.472716808257
S1_F1_post0935_7_1000,30,2,14.741477260000465,5281.290066148258
S1_F1_post0935_7_1000,31,4,60.455881940004474,5235.575661468254
S1_F1_post0935_7_1000,32,7,-123.2014703199984,5419.233013728257
S1_F1_post0935_7_1000,33,1,-82.91944040999988,5378.9509838182585
S1_F1_post0935_7_1000,34,1,57.274094630000036,5238.757448778259
S1_F1_post0935_7_1000,35,3,-87.7816859300001,5383.813229338259
S1_F1_post0935_7_1000,36,4,-334.30115739999746,5630.332700808256
S1_F1_post0935_7_1000,37,8,-707.882310379995,6003.913853788254
S1_F1_post0935_7_1000,38,1,17.19730835000155,5278.834235058257
S1_F1_post0935_7_1000,39,1,-140.78730876999907,5436.818852178258
S1_F1_post0935_7_1000,40,2,-150.8291056300004,5446.860649038259
S1_F1_post0935_7_1000,41,3,-103.61049706999984,5399.642040478258
S1_F1_post0935_7_1000,42,4,-250.56702084000244,5546.598564248261
S1_F1_post0935_7_1000,43,1,-172.7924349799996,5468.823978388258
S1_F1_post0935_7_1000,44,1,-63.004650209997635,5359.036193618256
S1_F1_post0935_7_1000,45,1,76.97378577000018,5219.057757638258
S1_F1_post0935_7_1000,46,1,136.4599471900019,5159.571596218257
S1_F1_post0935_7_1000,47,1,116.20381704999818,5179.82772635826
S1_F1_post0935_7_1000,48,1,-447.7985438699998,5743.830087278258
S1_F1_post0935_7_1000,49,7,-246.35821729999225,5542.389760708251
S1_F1_post0935_7_1000,50,1,-55.45864699999947,5351.490190408258
S1_F1_post0935_7_1000,51,2,-374.43172788999436,5670.463271298253
S1_F1_post0935_7_1000,52,2,674.9083726700082,4621.12317073825
S1_F1_post0935_7_1000,53,1,1104.8876902599986,4191.14385314826
S1_F1_post0935_7_1000,54,1,99.76468796000336,5196.266855448255
S1_F1_post0935_7_1000,55,1,-922.2384680199975,6218.270011428256
S1_F1_post0935_7_1000,56,2,446.16973478,4849.861808628259
S1_F1_post0935_7_1000,57,1,-447.31405129999985,5743.345594708258
S1_F1_post0935_7_1000,58,1,-208.37794918999862,5504.409492598257
S1_F1_post0935_7_1000,59,1,-80.97315827999591,5377.0047016882545
S1_F1_post0935_7_1000,60,1,21.34383292000166,5274.687710488257
S1_F1_post0935_7_1000,61,1,20.11525692000032,5275.916286488258
S1_F1_post0935_7_1000,62,1,-57.94510764000006,5353.976651048259
S1_F1_post0935_7_1000,63,4,-186.35781377999956,5482.389357188258
S1_F1_post0935_7_1000,64,1,675.0168765400012,4621.014666868257
S1_F1_post0935_7_1000,65,3,502.2935741200017,4793.737969288257
S1_F1_post0935_7_1000,66,1,-98.9986717799984,5395.030215188257
S1_F1_post0935_7_1000,67,1,-327.2615198900021,5623.293063298261
S1_F1_post0935_7_1000,68,1,239.879779100007,5056.151764308252
S1_F1_post0935_7_1000,69,1,-457.37301730000036,5753.404560708259
S1_F1_post0935_7_1000,70,6,806.7197551900099,4489.311788218249
S1_F1_post0935_7_1000,71,1,944.6959964999987,4351.33554690826
S1_F1_post0935_7_1000,72,1,0.1259768499985512,5295.90556655826
S1_F1_post0935_7_1000,73,4,664.3993082900015,4631.632235118257
S1_F1_post0935_7_1000,74,5,155.00170608000553,5141.029837328253
S1_F1_post0935_7_1000,75,2,491.1871992699962,4804.844344138262
S1_F1_post0935_7_1000,76,1,234.13430203000098,5061.897241378258
S1_F1_post0935_7_1000,77,1,-172.02955333999853,5468.061096748257
S1_F1_post0935_7_1000,78,1,106.7295111200001,5189.3020322882585
S1_F1_post0935_7_1000,79,3,-409.46592925000004,5705.497472658259
S1_F1_post0935_7_1000,80,8,-218.10605216999465,5514.137595578253
S1_F1_post0935_7_1000,81,1,45.51592420000088,5250.515619208258
S1_F1_post0935_7_1000,82,3,-301.7739180499957,5597.805461458254
S1_F1_post0935_7_1000,83,1,0.6634788499977731,5295.368064558261
S1_F1_post0935_7_1000,84,1,195.69348768000054,5100.338055728258
S1_F1_post0935_7_1000,85,5,-1818.9076976299948,7114.939241038253
S1_F1_post0935_7_1000,86,2,94.32792283000163,5201.703620578257
S1_F1_post0935_7_1000,87,2,39.76204848000634,5256.269494928252
S1_F1_post0935_7_1000,88,4,260.2314910000059,5035.800052408253
S1_F1_post0935_7_1000,89,6,1228.0947606651898,4067.9367827430688
S1_F1_post0935_7_1000,90,1,-1140.1781247977924,6436.209668206051
S1_F1_post0935_7_1000,91,1,1255.9549660098128,4040.076577398446
S1_F1_post0935_7_1000,92,7,11020.437887538013,-5724.406344129755
S1_F1_post0935_7_1000,93,1,-251.11227471360326,5547.143818121862
S1_F1_post0935_7_1000,94,1,637.8202468883828,4658.211296519876
S1_F1_post0935_7_1000,95,2,-3382.9748495357926,8679.006392944051
S1_F1_post0935_7_1000,96,3,3438.392705959799,1857.6388374484595
S1_F1_post0935_7_1000,97,1,-572.3447318010003,5868.376275209259
S1_F1_post0935_7_1000,98,1,1984.8474312558028,3311.184112152456
S1_F1_post0935_7_1000,99,10,-2577.5048659385793,7873.536409346838
S1_F1_post0935_7_1000,100,11,91.1671282751704,5204.864415133088
S1_F1_post0935_7_1000,101,4,-1575.5919728333756,6871.623516241634
S1_F1_post0935_7_1000,102,1,-1315.2737858511828,6611.305329259441
S1_F1_post0935_7_1000,103,1,611.1881778528041,4684.8433655554545
S1_F1_post0935_7_1000,104,3,-1440.4431093155945,6736.474652723853
S1_F1_post0935_10_all,0,1,-155.94862179999836,-12459.704360799133
S1_F1_post0935_10_all,1,6,1908.1591062000116,-14523.812088799143
S1_F1_post0935_10_all,2,4,361.80591260001165,-12977.458895199143
S1_F1_post0935_10_all,3,1,169.96954460000416,-12785.622527199135
S1_F1_post0935_10_all,4,2,-61.52595919999658,-12554.127023399134
S1_F1_post0935_10_all,5,1,-242.6182437999978,-12373.034738799133
S1_F1_post0935_10_all,6,7,-381.96524019999015,-12233.687742399141
S1_F1_post0935_10_all,7,4,-348.4122327999903,-12267.24074979914
S1_F1_post0935_10_all,8,9,-813.778560399991,-11801.87442219914
S1_F1_post0935_10_all,9,1,-343.7231157999995,-12271.929866799132
S1_F1_post0935_10_all,10,2,188.0723560000024,-12803.725338599133
S1_F1_post0935_10_all,11,7,-172.1461059999874,-12443.506876599144
S1_F1_post0935_10_all,12,1,177.90133460000106,-12793.554317199132
S1_F1_post0935_10_all,13,5,-508.85196499999074,-12106.80101759914
S1_F1_post0935_10_all,14,1,86.74588280000171,-12702.398865399133
S1_F1_post0935_10_all,15,12,-1177.3631507999835,-11438.289831799148
S1_F1_post0935_10_all,16,7,-192.87736659998336,-12422.775615999148
S1_F1_post0935_10_all,17,2,-222.3881323999958,-12393.264850199135
S1_F1_post0935_10_all,18,2,12.81193240000357,-12628.464914999135
S1_F1_post0935_10_all,19,10,-423.7103283999804,-12191.94265419915
S1_F1_post0935_10_all,20,2,-26.20749859999887,-12589.445483999132
S1_F1_post0935_10_all,21,2,-84.08061979999366,-12531.572362799137
S1_F1_post0935_10_all,22,3,-186.35522099999798,-12429.297761599133
S1_F1_post0935_10_all,23,2,-201.85216019999643,-12413.800822399135
S1_F1_post0935_10_all,24,3,-288.4423519999964,-12327.210630599135
S1_F1_post0935_10_all,25,2,-52.71285919999718,-12562.940123399134
S1_F1_post0935_10_all,26,9,-520.6659221999889,-12094.987060399142
S1_F1_post0935_10_all,27,4,-200.42220039999665,-12415.230782199134
S1_F1_post0935_10_all,28,1,-76.43782059999648,-12539.215161999135
S1_F1_post0935_10_all,29,1,-146.6915620000018,-12468.96142059913
S1_F1_post0935_10_all,30,2,1.1672818000024563,-12616.820264399134
S1_F1_post0935_10_all,31,5,-50.73995660000219,-12564.913025999129
S1_F1_post0935_10_all,32,7,-165.76815759999045,-12449.88482499914
S1_F1_post0935_10_all,33,2,-187.38506689999667,-12428.267915699134
S1_F1_post0935_10_all,34,1,51.65192090000164,-12667.304903499133
S1_F1_post0935_10_all,35,5,-210.97731019999264,-12404.675672399138
S1_F1_post0935_10_all,36,5,-347.1466115000003,-12268.50637109913
S1_F1_post0935_10_all,37,10,-1063.277083699988,-11552.375898899143
S1_F1_post0935_10_all,38,2,-56.827569799997946,-12558.825412799133
S1_F1_post0935_10_all,39,1,-145.9537410999983,-12469.699241499133
S1_F1_post0935_10_all,40,2,-160.96105089999946,-12454.691931699132
S1_F1_post0935_10_all,41,4,-155.43358009999247,-12460.219402499139
S1_F1_post0935_10_all,42,5,-350.8168115999979,-12264.836170999133
S1_F1_post0935_10_all,43,1,-178.45962139999938,-12437.193361199132
S1_F1_post0935_10_all,44,1,-68.71080029999939,-12546.942182299132
S1_F1_post0935_10_all,45,1,71.2796511000015,-12686.932633699133
S1_F1_post0935_10_all,46,1,130.64588170000206,-12746.298864299133
S1_F1_post0935_10_all,47,1,110.32378150000113,-12725.976764099132
S1_F1_post0935_10_all,48,2,-277.9080718999994,-12337.744910699132
S1_F1_post0935_10_all,49,8,-1139.705046699988,-11475.947935899143
S1_F1_post0935_10_all,50,1,-66.72700999999506,-12548.925972599136
S1_F1_post0935_10_all,51,2,-395.3942826999919,-12220.25869989914
S1_F1_post0935_10_all,52,4,1682.6287801000108,-14298.281762699142
S1_F1_post0935_10_all,53,2,509.5728769000052,-13125.225859499136
S1_F1_post0935_10_all,54,1,139.86818280000443,-12755.521165399135
S1_F1_post0935_10_all,55,1,-990.2940685999965,-11625.358913999135
S1_F1_post0935_10_all,56,2,368.1415354000055,-12983.794517999137
S1_F1_post0935_10_all,57,1,-459.0051590000003,-12156.64782359913
S1_F1_post0935_10_all,58,1,-217.2587416999977,-12398.394240899133
S1_F1_post0935_10_all,59,1,-90.65474039999754,-12524.998242199134
S1_F1_post0935_10_all,60,1,12.394075600001088,-12628.047058199132
S1_F1_post0935_10_all,61,1,10.78159560000131,-12626.434578199132
S1_F1_post0935_10_all,62,1,-66.67892519999805,-12548.974057399133
S1_F1_post0935_10_all,63,4,-219.5955053999951,-12396.057477199136
S1_F1_post0935_10_all,64,1,664.1416522,-13279.794634799131
S1_F1_post0935_10_all,65,3,462.4395916000103,-13078.092574199141
S1_F1_post0935_10_all,66,1,-114.31284539999251,-12501.340137199139
S1_F1_post0935_10_all,67,1,-342.0508426999986,-12273.602139899132
S1_F1_post0935_10_all,68,2,409.70277560000613,-13025.355758199137
S1_F1_post0935_10_all,69,1,-472.2073389999932,-12143.445643599138
S1_F1_post0935_10_all,70,6,712.0425217000229,-13327.695504299154
S1_F1_post0935_10_all,71,1,930.6175950000033,-13546.270577599134
S1_F1_post0935_10_all,72,1,-12.32990449999852,-12603.323078099133
S1_F1_post0935_10_all,73,5,524.8651811000091,-13140.51816369914
S1_F1_post0935_10_all,74,7,-2760.0860374999793,-9855.566945099152
S1_F1_post0935_10_all,75,2,460.35795610000787,-13076.010938699139
S1_F1_post0935_10_all,76,1,219.82490289999987,-12835.477885499131
S1_F1_post0935_10_all,77,1,-185.1722761999954,-12430.480706399136
S1_F1_post0935_10_all,78,2,-332.8992369999978,-12282.753745599133
S1_F1_post0935_10_all,79,3,-449.94082749999507,-12165.712155099136
S1_F1_post0935_10_all,80,8,-320.6174030999864,-12295.035579499145
S1_F1_post0935_10_all,81,1,31.623406000002433,-12647.276388599133
S1_F1_post0935_10_all,82,3,-339.8374114999897,-12275.815571099141
S1_F1_post0935_10_all,83,1,-11.624444500001118,-12604.02853809913
S1_F1_post0935_10_all,84,2,-250.23872139999366,-12365.414261199137
S1_F1_post0935_10_all,85,6,-1920.8823907999904,-10694.77059179914
S1_F1_post0935_10_all,86,3,-100.58529919999637,-12515.067683399135
S1_F1_post0935_10_all,87,2,14.700326400004997,-12630.353308999136
S1_F1_post0935_10_all,88,4,197.84713000000193,-12813.500112599133
S1_F1_post0935_10_all,89,10,-5595.397813539974,-7020.255169059157
S1_F1_post0935_10_all,90,2,-367.4932483619923,-12248.159734237139
S1_F1_post0935_10_all,91,1,1213.8666580140125,-13829.519640613144
S1_F1_post0935_10_all,92,9,6431.877220188035,-19047.530202787166
S1_F1_post0935_10_all,93,2,-727.4312937059876,-11888.221688893143
S1_F1_post0935_10_all,94,1,598.9380624119876,-13214.591045011119
S1_F1_post0935_10_all,95,2,-3457.9414721939756,-9157.711510405155
S1_F1_post0935_10_all,96,4,3928.891936374028,-16544.54491897316
S1_F1_post0935_10_all,97,1,-605.8793994299995,-12009.773583169132
S1_F1_post0935_10_all,98,1,1950.719215794008,-14566.37219839314
S1_F1_post0935_10_all,99,12,-1376.0155892999246,-11239.637393299206
S1_F1_post0935_10_all,100,13,-925.8340577278868,-11689.818924871244
S1_F1_post0935_10_all,101,4,-1725.0717157619874,-10890.581266837144
S1_F1_post0935_10_all,102,2,-1775.7362787559832,-10839.916703843148
S1_F1_post0935_10_all,103,2,2258.0616763040234,-14873.714658903154
S1_F1_post0935_10_all,104,3,-1555.6504213079825,-11060.002561291149
S1_F1_post0935_10_1000,0,1,-155.94862179999836,1247.2027232407163
S1_F1_post0935_10_1000,1,5,1816.0104130000109,-724.756311559293
S1_F1_post0935_10_1000,2,4,361.80591260001165,729.4481888407063
S1_F1_post0935_10_1000,3,1,169.96954460000416,921.2845568407138
S1_F1_post0935_10_1000,4,1,149.02555400000347,942.2285474407145
S1_F1_post0935_10_1000,5,1,-242.6182437999978,1333.8723452407157
S1_F1_post0935_10_1000,6,6,-158.09101679999185,1249.3451182407098
S1_F1_post0935_10_1000,7,3,-395.4819947999931,1486.736096240711
S1_F1_post0935_10_1000,8,7,-528.6572285999937,1619.9113300407116
S1_F1_post0935_10_1000,9,1,-343.7231157999995,1434.9772172407174
S1_F1_post0935_10_1000,10,2,188.0723560000024,903.1817454407155
S1_F1_post0935_10_1000,11,5,-215.77877899999112,1307.032880440709
S1_F1_post0935_10_1000,12,1,177.90133460000106,913.3527668407169
S1_F1_post0935_10_1000,13,5,-508.85196499999074,1600.1060664407087
S1_F1_post0935_10_1000,14,1,86.74588280000171,1004.5082186407162
S1_F1_post0935_10_1000,15,11,-1039.660419199985,2130.914520640703
S1_F1_post0935_10_1000,16,6,-110.42232599998533,1201.6764274407033
S1_F1_post0935_10_1000,17,1,-81.20905059999677,1172.4631520407147
S1_F1_post0935_10_1000,18,2,12.81193240000357,1078.4421690407144
S1_F1_post0935_10_1000,19,9,-406.6043489999829,1497.8584504407008
S1_F1_post0935_10_1000,20,2,-26.20749859999887,1117.4616000407168
S1_F1_post0935_10_1000,21,1,-27.146569599997747,1118.4006710407157
S1_F1_post0935_10_1000,22,2,-160.60659139999916,1251.860692840717
S1_F1_post0935_10_1000,23,1,-135.93139079999673,1227.1854922407147
S1_F1_post0935_10_1000,24,3,-238.4423519999964,1329.6964534407143
S1_F1_post0935_10_1000,25,2,-52.71285919999718,1143.9669606407151
S1_F1_post0935_10_1000,26,9,-520.6659221999889,1611.9200236407069
S1_F1_post0935_10_1000,27,3,-184.3190909999994,1275.5731924407173
S1_F1_post0935_10_1000,28,1,-76.43782059999648,1167.6919220407144
S1_F1_post0935_10_1000,29,1,-146.6915620000018,1237.9456634407197
S1_F1_post0935_10_1000,30,2,1.1672818000024563,1090.0868196407155
S1_F1_post0935_10_1000,31,4,33.55037419999826,1057.7037272407197
S1_F1_post0935_10_1000,32,7,-165.76815759999045,1257.0222590407084
S1_F1_post0935_10_1000,33,1,-88.5835862999993,1179.8376877407172
S1_F1_post0935_10_1000,34,1,51.65192090000164,1039.6021805407163
S1_F1_post0935_10_1000,35,3,-104.58227989999614,1195.836381340714
S1_F1_post0935_10_1000,36,4,-357.7014820000004,1448.9555834407183
S1_F1_post0935_10_1000,37,8,-754.4970433999897,1845.7511448407076
S1_F1_post0935_10_1000,38,1,11.551140499999747,1079.7029609407182
S1_F1_post0935_10_1000,39,1,-145.9537410999983,1237.2078425407162
S1_F1_post0935_10_1000,40,2,-160.96105089999946,1252.2151523407174
S1_F1_post0935_10_1000,41,3,-119.37961009999526,1210.6337115407132
S1_F1_post0935_10_1000,42,4,-273.0318011999989,1364.2859026407168
S1_F1_post0935_10_1000,43,1,-178.45962139999938,1269.7137228407173
S1_F1_post0935_10_1000,44,1,-68.71080029999939,1159.9649017407173
S1_F1_post0935_10_1000,45,1,71.2796511000015,1019.9744503407164
S1_F1_post0935_10_1000,46,1,130.64588170000206,960.6082197407159
S1_F1_post0935_10_1000,47,1,110.32378150000113,980.9303199407168
S1_F1_post0935_10_1000,48,1,-454.74013410000043,1545.9942355407184
S1_F1_post0935_10_1000,49,7,-314.8499389999888,1406.1040404407067
S1_F1_post0935_10_1000,50,1,-66.72700999999506,1157.981111440713
S1_F1_post0935_10_1000,51,2,-395.3942826999919,1486.6483841407098
S1_F1_post0935_10_1000,52,2,646.4797181000031,444.77438334071485
S1_F1_post0935_10_1000,53,1,1088.8938718000027,2.3602296407152608
S1_F1_post0935_10_1000,54,1,84.86818280000443,1006.3859186407135
S1_F1_post0935_10_1000,55,1,-935.2940685999965,2026.5481700407145
S1_F1_post0935_10_1000,56,2,423.1415354000055,668.1125660407124
S1_F1_post0935_10_1000,57,1,-459.0051590000003,1550.2592604407182
S1_F1_post0935_10_1000,58,1,-217.2587416999977,1308.5128431407156
S1_F1_post0935_10_1000,59,1,-90.65474039999754,1181.9088418407155
S1_F1_post0935_10_1000,60,1,12.394075600001088,1078.8600258407168
S1_F1_post0935_10_1000,61,1,10.78159560000131,1080.4725058407166
S1_F1_post0935_10_1000,62,1,-66.67892519999805,1157.933026640716
S1_F1_post0935_10_1000,63,4,-219.5955053999951,1310.849606840713
S1_F1_post0935_10_1000,64,1,664.1416522,427.112449240718
S1_F1_post0935_10_1000,65,3,462.4395916000103,628.8145098407076
S1_F1_post0935_10_1000,66,1,-114.31284539999251,1205.5669468407104
S1_F1_post0935_10_1000,67,1,-342.0508426999986,1433.3049441407165
S1_F1_post0935_10_1000,68,1,224.24171300000307,867.0123884407149
S1_F1_post0935_10_1000,69,1,-472.2073389999932,1563.4614404407112
S1_F1_post0935_10_1000,70,6,712.0425217000229,379.211579740695
S1_F1_post0935_10_1000,71,1,930.6175950000033,160.63650644071458
S1_F1_post0935_10_1000,72,1,-12.32990449999852,1103.5840059407165
S1_F1_post0935_10_1000,73,4,617.7280547000082,473.5260467407097
S1_F1_post0935_10_1000,74,5,81.6040944000124,1009.6500070407055
S1_F1_post0935_10_1000,75,2,460.35795610000787,630.8961453407101
S1_F1_post0935_10_1000,76,1,219.82490289999987,871.4291985407181
S1_F1_post0935_10_1000,77,1,-185.1722761999954,1276.4263776407133
S1_F1_post0935_10_1000,78,1,93.22090160000153,998.0331998407164
S1_F1_post0935_10_1000,79,3,-449.94082749999507,1541.194928940713
S1_F1_post0935_10_1000,80,8,-320.6174030999864,1411.8715045407043
S1_F1_post0935_10_1000,81,1,31.623406000002433,1059.6306954407155
S1_F1_post0935_10_1000,82,3,-339.8374114999897,1431.0915129407076
S1_F1_post0935_10_1000,83,1,-11.624444500001118,1102.878545940719
S1_F1_post0935_10_1000,84,1,184.99218240000118,906.2619190407167
S1_F1_post0935_10_1000,85,5,-1874.9368108999915,2966.1909123407095
S1_F1_post0935_10_1000,86,2,70.69684690000577,1020.5572545407122
